Bloomee HN-S e4-3591,,-3675.5,-1452.91,25404.63
Bloomoa ON-T e3-220,,-7063.16,-2076.16,25235.41
Blu Ain KC-U e3-1271,,953.78,941.88,15053.25
Blu Ain LX-T e3-2671,,832.66,934.47,15027.5
Blu Ain NM-W e1-585,,877.19,52.91,14755.84
Blu Ain TI-T e3-232,,1068.72,296.28,14978
Blu Ain ZE-R e4-840,,779.22,28.28,15222.78
Blua Eaec TO-Q e5-6089,,-6590.34,-239.97,15367.13
Blua Hypa QU-O e6-3848,,-7675.09,-298.06,12998.56
Blua Hypa QU-O e6-659,,-7666.81,-316.56,12926.91
Blua Hypa TU-O e6-63,,-7206.19,-296.88,12971.19
Blua Hypa XJ-Z e127,,-6885.09,-214.5,11944.94
Blua Hypue HR-V e2-35,,-4346.81,-393.19,12219.38
Blue Eaewsy CB-W e2-631,,-9525.75,-153.16,14825.72
Blue Eaewsy DB-W e2-565,,-9488.72,-44.44,14854.66
Blue Eaewsy RN-T e3-170,,-9068.09,-788.66,14993.59
Blue Eaewsy TO-Q e5-376,,-9081.34,-246.5,15345.97
Blue Eaewsy VJ-Q e5-4335,,-9066.84,-476.91,15262.03
Blue Eaewsy XY-A e1057,,-9163.69,-362,14398.53
Boeft BV-X e1-797,,1160.19,-77.59,16008.81
Boeft HW-V e2-309,,1190.78,-322.19,16211.56
Boeft JR-W e1-77,,472.91,-1063.91,16028.44
Boeft PI-B e7392,,502.78,-64.69,15674.47
Boeft SJ-Q e5-291,,649.41,-383,16536.75
Boeft VO-Z e626,,778.13,-147.53,15869.19
Boeft YP-O e6-4942,,953.13,-446.47,16849.5
Boekh BQ-X e1-39,,-10673.09,-278.13,15897.22
Boekh KN-S e4-7970,,-10941,-51.25,16525.19
Boekh RI-B e652,,-10666.59,-179.66,15720.13
Boekh WU-X e1-94,,-11259.47,-168.63,15994.69
Boekh YA-W e2-490,,-11465.66,-43,16079.06
Boekh YJ-Z e217,,-10560.88,-254.94,15805.13
Boelts JS-T e3-1524,,-7570.25,-529.31,16316.38
Boelts KD-S e4-1629,,-7700.34,-406.13,16398
Boelts TI-B e835,,-6548.84,-168.31,15683.88
Boeph AQ-Y e74,,-8940.44,-939.88,15775.81
Boeph DL-X e1-259,,-8183.03,-454.69,15942.5
Boeph MI-B e737,,-8952.78,-153.44,15665.69
Boeph TD-B e43,,-8098.81,-213.88,15670.69
Boeph UD-B e6727,,-7950.41,-315.91,15585
Boeph UJ-Z e94,,-8682.38,-342.03,15764.16
Boeph YE-Z e138,,-8300.66,-350.69,15847.84
Boeph ZU-X e1-669,,-8130.66,-144.63,15923.13
Boepp CW-V e2-516,,-866.16,-295.72,16184.06
Boepp FQ-Y e1949,,-482.19,-844.19,15816
Boepp QI-B e6205,,-632.06,-94.41,15672.06
Boepp SO-R e4-198,,-1013.5,-877.31,16377.47
Boepp UO-Z e4541,,-621.53,-27.38,15737.91
Boepp VJ-R e4-2283,,-745.88,-1091.44,16496.72
Boerth AV-P e5-2330,,-4192.53,-862.91,16541.56
Boerth BL-O e6-7230,,-4049.28,-644.44,16823.94
Boerth CW-V e2-425,,-4827.47,-218.09,16117.47
Boerth IM-V e2-128,,-4471.63,-592.41,16180.38
Boerth SJ-Z e307,,-5084.41,-316.91,15890.94
Boerth TU-O e6-1815,,-4610.91,-226.44,16801
Boesky BW-V e2-48,,-10101.69,-324.25,16071.56
Boesky LI-S e4-221,,-9769.06,-315.59,16465.41
Boesky PD-B e7368,,-10120.28,-229.25,15664.69
Boesky ZK-X e1-1974,,-10022.53,-456.69,15983.47
Boesky ZK-X e1-2658,,-10024.69,-388.47,15900.09
Boeths AA-Z e626,,-3193.41,-625.94,15854.72
Boeths AB-W e2-328,,-3462.72,-53.84,16060.94
Boeths DR-V e2-4435,,-3613.09,-485.09,16195.56
Boeths HR-V e2-138,,-3077.72,-375.22,16126.53
Boeths KT-Q e5-601,,-3829.66,-183.91,16590.31
Boewnst EG-X e1-1951,,-5752.75,-623.69,15907.06
Boewnst EW-V e2-508,,-5739.44,-263.03,16154.09
Boewnst NI-S e4-718,,-5556.22,-237.25,16481.88
Boewnst UP-O E6-6992,,-6010.03,-479.13,16845.81
Boewnst WO-Z e665,,-5379.91,-161.88,15783.5
Brairaae FB-O e6-7755,,-2738.63,-955.63,32108.53
Brairaae PJ-Q e5-154,,-3675.41,-463.34,31927.97
Brairaae PT-R e4-1933,,-3634.72,-790.63,31827.91
Brairaae VD-T e3-4017,,-2767.38,-1025.97,31607.91
Braireau CL-X e1-4588,,-1897.03,-450.22,31379.47
Braireau CW-V e2-774,,-2183.97,-212.22,31553.25
Braireau EB-X e1-2006,,-2202.06,-794.81,31292.66
Braireau GB-X e1-7896,,-1965.25,-740.84,31386.88
Braireau GH-U e3-719,,-1837.44,-183.91,31684.81
Braireau GM-V e2-1224,,-2254.16,-638.47,31418.56
Braireau IH-V e2-4497,,-2247.72,-757.69,31487.09
Braireau LH-V e2-185,,-1746.56,-778.81,31529.75
Braireau LM-V e2-75,,-1457.13,-655.31,31492.78
Braireau PD-S e4-1837,,-1704.13,-439.94,31851.19
Braireau VU-P e5-5121,,-2408.09,-902.84,32032.34
Braireau WJ-Z e2810,,-1978.28,-326.28,31182.75
Brairee BQ-Y e587,,-1044.69,-914.41,31192.69
Brairee JI-S e4-3072,,-1177.41,-200.75,31845.47
Brairee KD-S e4-2776,,-1202.72,-474.56,31739.81
Brairee MN-T e3-1437,,-933.16,-729.16,31673.5
Brairee MT-Q e5-857,,-879.09,-88.09,31952.06
Brairee PD-S e4-645,,-389.81,-376.38,31740.31
Brairee XJ-R e4-1940,,-421.06,-1014.75,31760.16
Brairee YA-O e6-4374,,-1197.41,-926.78,32210.31
Brairoa AV-X e1-1675,,-4167.19,-115.28,31304.78
Brairoa BQ-Y e425,,-4924.53,-902,31177.25
Brairoa EB-X e1-5891,,-4739.13,-668.03,31266.22
Brairoa EM-V e2-7707,,-5179.28,-534.16,31467.69
Brairoa JL-Y e8183,,-3941.13,-999.06,31130.66
Brairoa LG-Y e4580,,-3924.69,-1272.31,31238.91
Brairoa SI-T e3-1292,,-4144,-868,31615.53
Brairoa SJ-Q e5-7813,,-4532.34,-465.25,31975.41
Brairoa TJ-Q e5-7877,,-4273.91,-348.25,31949.94
Brairoa UT-R e4-6917,,-4211.31,-730.75,31804.03
Brairoa WO-A e6616,,-4747.72,-762,30999.22
Brairoa XZ-Y e3580,,-5021.53,-508.31,31121.53
Brairoa YU-P e5-6650,,-4465.5,-945.53,31991.41
Brairoa ZJ-Z e13,,-3939.91,-255.59,31193.47
Brairuia DB-W e2-1965,,-5532.53,-99.97,31541.28
Brairuia FL-X e1-7767,,-5298.31,-353.47,31338.66
Brairuia HG-X e1-2448,,-5309.41,-646.31,31410.44
Brairuia II-S e4-110,,-6463.53,-240.81,31837.72
Brairuia JH-U e3-4963,,-5266.44,-137.31,31697.28
Brairuia NX-T e3-7902,,-5250.34,-419.28,31710.03
Brairuia QZ-O e6-297,,-6060.44,-25.41,32091.19
Brairuia TD-B e1018,,-5570.56,-209.25,31056.25
Brairuia UZ-P e5-131,,-6027.78,-729.69,31952.59
Brairuia XE-Q e5-1895,,-5290.19,-543.47,32035.34
Brairuia YU-Y e231,,-6337,-687.81,31095.78
Braisaa AG-X e1-8296,,5114.66,-650,31349.63
Braisaa FH-U e3-3809,,5608.78,-133.94,31721.09
Braisaa GB-X e1-4759,,5827.56,-723.5,31323.34
Braisaa GN-S e4-4767,,5113.44,-164.31,31813.06
Braisaa HH-V e2-1900,,5332.09,-796.97,31563.75
Braisaa HW-V e2-1207,,6185,-318.25,31516.16
Braisaa LD-S e4-7117,,5296.47,-424.84,31738.75
Braisaa RD-B e8663,,5546.88,-228.06,31078.81
Braisaa RN-T e3-3679,,6204.13,-783.63,31701.44
Braisaa SP-O e6-7170,,5181.34,-382.47,32214.56
Braisaa VE-Q e5-5415,,5969.19,-617.22,32010.28
Braisio AK-A e297,,1928.97,-946.34,31024.06
Braisio BA-A e2007,,1450.66,-1241.22,30950.19
Braisio DB-O e6-369,,2119.53,-933.22,32155.81
Braisio FG-X e1-7585,,2065,-612.63,31408.63
Braisio FR-V e2-293,,1819.84,-439.91,31479.22
Braisio KM-W e1-2851,,1602.56,-1266.22,31364.63
Braisio ND-S e4-173,,1722.53,-419.97,31809.31
Braisio PN-T e3-4730,,2028.53,-676.94,31632.84
Braisio QE-Q e5-5506,,1374.56,-567.28,32038.53
Braisio TD-T e3-2293,,2123.78,-1127.09,31578
Braisio UO-R e4-4323,,1930.66,-855.38,31855.94
Braisio VE-Z e2998,,1405.66,-429.13,31108.06
Braiso RO-Z e5,,27024.25,-79.09,31208.72
Braisoe BF-R e4-1127,,1198.66,-1187.97,31870.19
Braisoe CG-O e6-705,,978.22,-763.81,32092.97
Braisoe DA-Z e38,,1153.91,-634.22,31098.13
Braisoe DK-A e6958,,1079.91,-868.09,31080.28
Braisoe PS-T e3-10,,1107.78,-601.59,31613.25
Braisoe UY-S e3-6436,,671.66,-1170.03,31714.09
Braisoea AP-A e5148,,3526.69,-701.03,31003.09
Braisoea MI-B e949,,2614.97,-65.34,31012.56
Braisoea PY-R e4-4421,,3045.63,-548.91,31866.88
Braisoea SP-O E6-1917,,2564.22,-443.88,32197.28
Braisoea TI-T e3-3924,,3740.16,-855.34,31600
Braisoea TJ-Q e5-5681,,3382.38,-354.47,32051.38
